[2026-07-19T00:21:35.150+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-07-19T00:21:35.150+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [queued]>
[2026-07-19T00:21:35.150+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [queued]>
[2026-07-19T00:21:35.150+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 3
[2026-07-19T00:21:35.150+0000] {taskinstance.py:2879} INFO - Executing <Task(PythonOperator): incremental_sync_pipeline> on 2026-07-18 00:00:00+00:00
[2026-07-19T00:21:35.150+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=30172) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-07-19T00:21:35.150+0000] {standard_task_runner.py:72} INFO - Started process 30173 to run task
[2026-07-19T00:21:35.150+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'tmdb_incremental_sync', 'incremental_sync_pipeline', 'scheduled__2026-07-18T00:00:00+00:00', '--job-id', '83', '--raw', '--subdir', 'DAGS_FOLDER/tmdb_incremental_sync.py', '--cfg-path', '/tmp/tmpdk8p3tda']
[2026-07-19T00:21:35.150+0000] {standard_task_runner.py:105} INFO - Job 83: Subtask incremental_sync_pipeline
[2026-07-19T00:21:35.150+0000] {task_command.py:467} INFO - Running <TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [running]> on host d8c53ec118ae
[2026-07-19T00:21:35.150+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='tmdb_incremental_sync' AIRFLOW_CTX_TASK_ID='incremental_sync_pipeline' AIRFLOW_CTX_EXECUTION_DATE='2026-07-18T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-07-18T00:00:00+00:00'
[2026-07-19T00:21:35.150+0000] {taskinstance.py:731} INFO - ::endgroup::
[2026-07-19T00:21:35.150+0000] {logging_mixin.py:190} INFO - Starting incremental sync for 2026-07-18 → 2026-07-19...
[2026-07-19T11:29:56.197+0000] {logging_mixin.py:190} INFO - SSL error on attempt 1/3 for https://api.themoviedb.org/3/movie/1018: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/1018?api_key=6f73ac85d32f789d075631f40192f5ab&append_to_response=credits%2Ckeywords (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))
[2026-07-19T11:29:56.197+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/1705729: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T11:29:56.197+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/821: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T11:29:56.197+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/935: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T12:00:47.953+0000] {job.py:229} INFO - Heartbeat recovered after 1828.34 seconds
[2026-07-19T12:01:31.402+0000] {local_task_job_runner.py:341} WARNING - State of this instance has been externally set to up_for_retry. Terminating instance.
[2026-07-19T12:01:31.425+0000] {local_task_job_runner.py:240} INFO - ::endgroup::
[2026-07-19T12:01:31.542+0000] {process_utils.py:132} INFO - Sending 15 to group 30173. PIDs of all processes in the group: [30173]
[2026-07-19T12:01:31.561+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 30173
[2026-07-19T12:01:31.584+0000] {taskinstance.py:3083} ERROR - Received SIGTERM. Terminating subprocesses.
[2026-07-19T12:01:31.988+0000] {taskinstance.py:3301} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 767, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 733, in _execute_callable
    return ExecutionCallableRunner(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 406, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 238, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 256, in execute_callable
    return runner.run(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/src/incremental_load.py", line 242, in run_pipeline
    with concurrent.futures.ThreadPoolExecutor(max_workers=MAX_WORKERS) as executor:
  File "/usr/local/lib/python3.12/concurrent/futures/_base.py", line 647, in __exit__
    self.shutdown(wait=True)
  File "/usr/local/lib/python3.12/concurrent/futures/thread.py", line 238, in shutdown
    t.join()
  File "/usr/local/lib/python3.12/threading.py", line 1149, in join
    self._wait_for_tstate_lock()
  File "/usr/local/lib/python3.12/threading.py", line 1169, in _wait_for_tstate_lock
    if lock.acquire(block, timeout):
       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3085, in signal_handler
    raise AirflowTaskTerminated("Task received SIGTERM signal")
airflow.exceptions.AirflowTaskTerminated: Task received SIGTERM signal
[2026-07-19T12:01:33.148+0000] {taskinstance.py:1225} INFO - Marking task as UP_FOR_RETRY. dag_id=tmdb_incremental_sync, task_id=incremental_sync_pipeline, run_id=scheduled__2026-07-18T00:00:00+00:00, execution_date=20260718T000000, start_date=20260719T002135, end_date=20260719T120132
[2026-07-19T12:01:33.976+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2026-07-19T12:01:34.291+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=30173, status='terminated', exitcode=2, started='00:21:34') (30173) terminated with exit code 2
